gene
C5orf52
C6orf141
C6orf15
C6orf163
C6orf58
C7
C8G
C9orf129
C9orf24
CA1
CA10
CA14
CA2
CA4
CA8
CAB39L
CABLES1
CABLES2
CABP1
CABP2
CABP5
CABS1
CACHD1
CACNA1A
CACNA1B
CACNA1C
CACNA1D
CACNA1E
CACNA1G
CACNA1I
CACNA1S
CACNA2D1
CACNB1
CACNB2
CACNB4
CACNG3
CACNG4
CACNG5
CACNG7
CADM1
CADM2
CADM3
CADM4
CADPS
CADPS2
CALB1
CALB2
CALCA
CALCR
CALCRL
CALD1
CALHM1
CALHM5
CALML3
CALML5
CALML6
CALN1
CALR3
CAMK1D
CAMK1G
CAMK2A
CAMK2N1
CAMK2N2
CAMK4
CAMKK2
CAMKMT
CAMKV
CAMP
CAP2
CAPSL
CAPZA3
CARMIL1
CARMIL3
CARTPT
CASK
CASKIN1
CASP12
CASP6
CASQ1
CASQ2
CASS4
CASZ1
CATSPER3
CATSPERB
CAV1
CAV2
CAVIN1
CAVIN2
CAVIN3
CBFA2T2
CBLIF
CBLL2
CBLN1
CBLN2
CBLN4
CBY2
CC2D2A
CCBE1
CCDC102B
CCDC138
CCDC141
CCDC142
CCDC148
CCDC153
CCDC169
CCDC171
CCDC194
CCDC198
CCDC3
CCDC39
CCDC68
CCDC70
CCDC8
CCDC80
CCDC85A
CCDC92
CCER1
CCK
CCKAR
CCKBR
CCL1
CCL11
CCL13
CCL15
CCL16
CCL17
CCL18
CCL19
CCL2
CCL20
CCL21
CCL22
CCL23
CCL24
CCL25
CCL27
CCL3
CCL3L3
CCL4
CCL4L2
CCL5
CCL8
CCM2L
CCN1
CCN2
CCN3
CCN4
CCN5
CCND1
CCNF
CCNO
CCR3
CCSER1
CCT8L2
CD14
CD163
CD163L1
CD177
CD1A
CD1C
CD1E
CD200
CD200R1L
CD24
CD247
CD248
CD300H
CD300LD
CD300LG
CD33
CD34
CD36
CD37
CD38
CD59
CD5L
CD68
CD69
CD79A
CD79B
CD8A
CD8B
CD9
CD93
CD96
CDC14A
CDC14B
CDC25A
CDC25C
CDC42BPA
CDCA5
CDH10
CDH11
CDH12
CDH13
CDH16
CDH18
CDH19
CDH2
CDH20
CDH24
CDH3
CDH4
CDH5
CDH6
CDH7
CDH8
CDH9
CDHR3
CDIN1
CDK14
CDK15
CDK17
CDK19
CDK2AP1
CDK6
CDKN1C
CDON
CDR2
CDR2L
CDRT15
CDRT15L2
CDS1
CDX4
CDY1B
CDY2B
CEACAM16
CEACAM20
CEACAM6
CEACAM8
CECR2
CEL
CELA3A
CELF3
CELF4
CELF5
CELSR2
CEMIP
CEMIP2
CENPE
CENPF
CENPI
CENPP
CENPVL1
CENPVL2
CEP112
CEP126
CEP128
CEP295NL
CERCAM
CERS1
CETN1
CETP
CFAP161
CFAP206
CFAP20DC
CFAP299
CFAP44
CFAP57
CFAP99
CFC1
CFD
CFH
CFHR1
CFTR
CGA
CGB1
CGB2
CGB3
CGB7
CGB8
CGNL1
CH25H
CHAMP1
CHAT
CHGA
CHGB
CHI3L1
CHL1
CHMP3
CHN1
CHN2
CHODL
CHP2
CHPF
CHRDL1
CHRM1
CHRM2
CHRM3
CHRNA2
CHRNA4
CHRNA9
CHRNB2
CHRNB4
CHST1
CHST11
CHST4
CHST5
CHSY1
CHSY3
CIB2
CIB4
CIDEA
CIDEC
CILP
CIT
CKAP2L
CKAP4
CKB
CKM
CKMT2
CLC
CLCA1
CLCA2
CLCF1
CLCN4
CLCNKA
CLCNKB
CLDN10
CLDN11
CLDN18
CLDN19
CLDN2
CLDN22
CLDN4
CLDN5
CLDN6
CLDN9
CLEC11A
CLEC14A
CLEC18B
CLEC19A
CLEC1B
CLEC2A
CLEC3B
CLEC4G
CLEC4M
CLGN
CLIC3
CLIC4
CLIC5
CLIP2
CLIP3
CLMN
CLMP
CLNK
CLPS
CLPSL1
CLRN1
CLRN2
CLSTN2
CLSTN3
CLU
CLUL1
CLVS2
CMA1
CMC1
CMIP
CMSS1
CMTM2
CMTM5
CMTM8
CMYA5
CNBD1
CNGA1
CNGA2
CNKSR3
CNN1
CNN3
CNNM2
CNPY1
CNR1
CNTFR
CNTLN
CNTN3
CNTN4
CNTN5
CNTN6
CNTNAP2
CNTNAP3B
CNTNAP5
COBLL1
COL11A1
COL11A2
COL12A1
COL13A1
COL14A1
COL15A1
COL16A1
COL17A1
COL18A1
COL19A1
COL1A1
COL1A2
COL20A1
COL21A1
COL22A1
COL23A1
COL24A1
COL25A1
COL26A1
COL27A1
COL2A1
COL3A1
COL4A1
COL4A2
COL4A3
COL4A4
COL4A5
COL5A1
COL5A2
COL5A3
COL6A1
COL6A2
COL6A3
COL6A5
COL6A6
COL7A1
COL8A1
COL9A1
COL9A3
COLCA2
COLEC11
COLEC12
COLGALT2
COLQ
COMP
CORIN
CORO2B
CORO6
COX4I2
COX6A2
COX7A1
CP
CPA1
CPA2
CPA3
CPA4
CPA6
CPAMD8
CPB1
CPE
CPLX2
CPLX3
CPM
CPNE5
CPNE6
CPNE8
CPS1
CPT1B
CPT1C
CPXM1
CPXM2
CPZ
CR1
CRABP1
CRABP2
CRACD
CRAT
CRCT1
CREB3L1
CREB5
CREG2
CRH
CRHBP
CRIM1
CRIP1
CRIP2
CRISP1
CRISP2
CRISP3
CRISPLD1
CRISPLD2
CRLF1
CRLF2
CRMP1
CRNN
CRP
CRPPA
CRTC1
CRYAA
CRYAB
CRYBA2
CRYBG2
CRYGA
CRYGC
CRYZL1
CSAG1
CSAG2
CSAG3
CSDC2
CSF2
CSF3
CSF3R
CSGALNACT1
CSH1
CSH2
CSHL1
CSMD1
CSMD2
CSMD3
CSN1S1
CSNKA2IP
CSPG4
CSPG5
CSRNP3
CSRP2
CSRP3
CST1
CST11
CST2
CST3
CST4
CST7
CST9
CSTA
CSTL1
CT45A1
CT45A10
CT45A2
CT45A3
CT45A6
CT45A7
CT45A8
CT45A9
CT47A1
CT47A10
CT47A12
CT47A4
CT47A6
CT47A7
CT47A8
CT47A9
CT55
CT83
CTAG1A
CTAG1B
CTAGE9
CTCFL
CTDSPL
CTHRC1
CTIF
CTNNA2
CTNNA3
CTNND2
CTRB2
CTSB
CTSG
CTSL
CTSW
CTTNBP2
CTTNBP2NL
CTXN1
CTXN3
CUL7
CUX2
CX3CL1
CXCL1
CXCL10
CXCL11
CXCL12
CXCL14
CXCL16
CXCL17
CXCL2
CXCL3
CXCL6
CXCL8
CXCL9
CXCR1
CXCR2
CXXC1
CXXC4
CXorf38
CXorf49B
CXorf51A
CXorf51B
CXorf66
CYB561
CYBRD1
CYGB
CYLC1
CYLC2
CYP11A1
CYP11B1
CYP17A1
CYP1A1
CYP1A2
CYP1B1
CYP21A2
CYP26A1
CYP26B1
CYP27A1
CYP27B1
CYP27C1
CYP2A13
CYP2C8
CYP2C9
CYP2D7
CYP2F1
CYP2W1
CYP3A43
CYP4B1
CYP4F3
CYP7B1
CYS1
CYSLTR2
CYSRT1
CYTH3
CYYR1
DAAM2
DAB1
DAB2
DAB2IP
DACH1
DACH2
DACT1
DACT2
DACT3
DAG1
DAOA
DAPK1
DAPK2
DAPK3
DAZ2
DAZ4
DBT
DCAKD
DCANP1
DCBLD1
DCBLD2
DCC
DCD
DCDC2
DCHS1
DCHS2
DCLK1
DCLK2
DCLRE1B
DCN
DCST1
DCX
DDAH1
DDN
DEFA1
DEFA1B
DEFA3
DEFA4
DEFA5
DEFB1
DEFB103A
DEFB103B
DEFB104A
DEFB105A
DEFB105B
DEFB106A
DEFB106B
DEFB107A
DEFB113
DEFB114
DEFB115
DEFB116
DEFB119
DEFB121
DEFB124
DEFB125
DEFB126
DEFB128
DEFB130A
DEFB131A
DEFB132
DEFB134
DEFB136
DEFB4B
DENND2A
DENND2B
DENND5B
DEPDC1
DEPP1
DEPTOR
DERL3
DES
DET1
DGAT2
DGKB
DGKG
DGKH
DGKI
DGKK
DHCR24
DHODH
DIAPH3
DIO2
DIO3
DIP2C
DIPK1A
DIPK2B
DIRAS1
DIRAS2
DISC1
DISP1
DISP2
DISP3
DKK2
DKK3
DKK4
DKKL1
DLC1
DLG2
DLGAP1
DLGAP2
DLK1
DLK2
DLL4
DLX1
DLX3
DLX6
DMBT1
DMD
DMPK
DMRT1
DMRT3
DMRTC1
DMRTC1B
DMRTC2
DMWD
DMXL2
DNAAF1
DNAH14
DNAJB1
DNAJB8
DNAJC19
DNAJC22
DNAJC6
DNASE1L3
DNASE2B
DNM1
DNM2
DNM3
DNMBP
DNTT
DOCK1
DOCK10
DOCK4
DOCK6
DOCK7
DOCK9
DOK6
DPEP1
DPF1
DPF3
DPP10
DPP6
DPPA3
DPT
DPY19L2
DPYS
DPYSL3
DPYSL4
DPYSL5
DRD1
DRD2
DRICH1
DRP2
DSCAM
DSCAML1
DSG2
DSG4
DSP
DSPP
DTHD1
DTL
DTNA
DTNB
DUOX2
DUOXA1
DUOXA2
DUSP1
DUSP10
DUSP2
DUSP21
DUSP29
DUSP6
DUX4
DUXA
DYNAP
DYNC1I1
DYNC2H1
DYSF
DZIP1
E2F7
EBF1
EBF2
EBF3
EBF4
EBLN1
ECE1
ECM1
ECM2
ECRG4
ECSCR
EDA
EDA2R
EDAR
EDDM3A
EDIL3
EDN1
EDN3
EDNRA
EDNRB
EEF1A2
EEPD1
EFCAB8
EFCAB9
EFEMP1
EFEMP2
EFHD1
EFNA2
EFNA5
EFNB2
EFNB3
EFS
EGFL6
EGFL7
EGFLAM
EGFR
EGLN3
EGR1
EHBP1
EHD2
EHD3
ELANE
ELAPOR1
ELAPOR2
ELAVL2
ELAVL3
ELAVL4
ELF3
ELF5
ELFN2
ELK3
ELL2
ELMO1
ELMOD1
ELN
ELOA2
ELOVL2
ELOVL6
ELOVL7
EMC10
EMCN
EMID1
EMILIN1
EMILIN3
EML1
EMP1
EMP2
EMX1
EMX2
EN1
EN2
ENAH
ENAM
ENC1
ENG
ENO3
ENOX1
ENOX2
ENPEP
ENPP1
ENPP2
ENTHD1
ENTPD1
ENTPD2
ENTPD6
EOGT
EPAS1
EPB41L2
EPB41L3
EPB41L4A
EPCAM
EPHA3
EPHA4
EPHA5
EPHA6
EPHA7
EPHA8
EPHB2
EPHB3
EPHB4
EPHX4
EPS8
EPX
EPYC
ERAL1
ERBB2
ERBB3
ERBB4
ERC2
EREG
ERG
ERI2
ERICH6B
ERRFI1
ERVMER34-1
ERVV-1
ERVV-2
ESAM
ESM1
ESPL1
ESPNL
ESR1
ESR2
ESRRG
ESX1
ESYT2
ETDA
ETDC
ETFRF1
ETV1
ETV3L
ETV5
EVA1C
EVC
EVPL
EVPLL
EVX1
EXOSC10
EXT1
EYA2
EYA4
EYS
F13A1
F2
F2R
F3
F8
FAAH2
FAAP20
FABP1
FABP2
FABP3
FABP4
FABP5
FABP7
FAM107A
FAM110B
FAM111B
FAM114A1
FAM117B
FAM124A
FAM131B
FAM131C
FAM135B
FAM13A
FAM13C
FAM149A
FAM161B
FAM162B
FAM166A
FAM166C
FAM168A
FAM171A1
FAM171A2
FAM171B
FAM174B
FAM177B
FAM183A
FAM184A
FAM187A
FAM189A1
FAM189A2
FAM193B
FAM205C
FAM20A
FAM222B
FAM236A
FAM240A
FAM3D
FAM47B
FAM47C
FAM83D
FAM9A
FAM9B
FAM9C
FAN1
FANCC
FANCD2OS
FANCL
FAP
FARP1
FARP2
FASN
FAT1
FAT3
FAT4
FAXC
FAXDC2
FBF1
FBLIM1
FBLL1
FBLN1
FBLN2
FBLN5
FBN1
FBN2
FBN3
FBXL16
FBXL2
FBXL7
FBXO17
FBXO27
FBXO32
FBXO36
FBXO42
FBXO46
FCER1A
FCER1G
FCGBP
FCGR2C
FCGR3A
FCGR3B
FCHSD2
FCN1
FCN2
FCN3
FCRL5
FDCSP
FER
FERMT2
FEV
FEZF2
FGA
FGB
FGD1
FGD5
FGD6
FGF1
FGF10
FGF12
FGF13
FGF14
FGF17
FGF18
FGF19
FGF2
FGF20
FGF21
FGF23
FGF3
FGF4
FGF5
FGF6
FGF7
FGFBP2
FGFR1
FGFR2
FGFR3
FGFR4
FGG
FGL1
FHIT
FHL2
FHL5
FHOD3
FIGN
FILIP1
FILIP1L
FITM1
FJX1
FKBP5
FLI1
FLNB
FLNC
FLRT2
FLRT3
FLT1
FLT4
FMN1
FMNL2
FMNL3
FMO2
FMO3
FMOD
FN1
FNBP1L
FNDC1
FNDC11
FNDC5
FNDC7
FNDC9
FNIP2
FOLH1
FOLR1
FOLR2
FOLR3
FOS
FOXA2
FOXB1
FOXB2
FOXC1
FOXD1
FOXD2
FOXD3
FOXD4L6
FOXE3
FOXF1
FOXF2
FOXG1
FOXI1
FOXI2
FOXI3
FOXJ1
FOXJ2
FOXL2
FOXL2NB
FOXM1
FOXN4
FOXO1
FOXP2
FOXP4
FOXQ1
FOXR2
FOXRED2
FOXS1
FPR1
FRAS1
FREM1
FREM2
FREM3
FRG2
FRG2B
FRG2C
FRMD1
FRMD3
FRMD4A
FRMD4B
FRMD5
FRMD6
FRMPD3
FRRS1L
FRY
FRZB
FSCB
FSCN1
FSD2
FSHB
FSHR
FST
FSTL1
FSTL3
FSTL4
FSTL5
FTCD
FTH1
FTHL17
FTL
FTMT
FUT8
FXYD1
FXYD2
FXYD3
FXYD6
FZD1
FZD2
FZD4
FZD7
FZD8
G0S2
GAB1
GAB2
GAB4
GABBR1
GABBR2
GABRA1
GABRA2
GABRA4
GABRA5
GABRA6
GABRB2
GABRB3
GABRG1
GABRG2
GABRG3
GABRQ
GABRR3
GAD2
GADL1
GAGE1
GAGE12B
GAGE12C
GAGE12E
GAGE12F
GAGE12G
GAGE13
GAGE2A
GAL
GAL3ST1
GALNT13
GALNT15
GALNT17
GALNT18
GALNT9
GAP43
GAREM1
GARRE1
GAS1
GAS6
GAS7
GASK1B
GATA2
GATA4
GATA5
GATA6
GBA3
GBE1
GBX2
GC
GCA
GCM1
GCNT3
GCSAM
GDF1
GDF10
GDF2
GDF6
GDF7
GFOD1
GFPT2
GFRA1
GFRA2
GFRA3
GFRA4
GGN
GGT5
GGTLC1
GGTLC3
GH1
GHR
GINS1
GJA1
GJA3
GJA4
GJA5
GJA8
GJB4
GJC1
GJC2
GJC3
GJD2
GJE1
GKAP1
GLCCI1
GLCE
GLI1
GLI2
GLI3
GLIS2
GLIS3
GLP1R
GLP2R
GLRA2
GLRA3
GLUD2
GLYATL2
GMDS
GMNC
GNA11
GNA14
GNAI1
GNAO1
GNAQ
GNG11
GNG13
GNG14
GNLY
GNRH2
GOLGA6B
GOLGA6L1
GOLGA6L6
GOLGA8A
GOLGA8F
GOLGA8K
GOLM1
GP1BB
GP2
GP9
GPAM
GPAT2
GPAT3
GPC1
GPC3
GPC4
GPC5
GPC6
GPHA2
GPHB5
GPIHBP1
GPLD1
GPM6A
GPM6B
GPR119
GPR12
GPR137C
GPR139
GPR143
GPR148
GPR151
GPR153
GPR156
GPR161
GPR173
GPR176
GPR22
GPR37
GPR37L1
GPR39
GPR50
GPR62
GPR75
GPR83
GPR88
GPRASP2
GPRC5A
GPRC5B
GPRC6A
GPRIN3
GPSM1
GPT2
GPX1
GPX2
GPX3
GPX5
GRAMD1B
GRAPL
GRB10
GREB1L
GREM1
GREM2
GRHL2
GRIA1
GRIA2
GRIA3
GRIA4
GRID1
GRID2
GRID2IP
GRIK2
GRIK3
GRIK4
GRIN1
GRIN2B
GRIN2D
GRIN3A
GRIP1
GRK3
GRK5
GRM2
GRM3
GRM5
GRM7
GRXCR1
GRXCR2
GSC2
GSE1
GSG1L2
GSN
GSTA1
GSTA2
GSTA5
GSTM5
GSTT4
GSX1
GTDC1
GTF2A1L
GTF2A2
GTF2IRD1
GTF3C1
GTSE1
GTSF1L
GUCA1A
GUCA1ANB
GUCA2A
GUCY1A1
GUCY1A2
GUCY1B1
GULP1
GXYLT2
GYG2
GYPA
GYPB
GYS1
GYS2
GZMA
GZMB
GZMH
GZMK
H1-0
H1-10
H1-2
H1-7
H2AB1
H2AB2
H2AB3
H2AC6
H2AP
H2BC1
H2BC12
H2BW1
H2BW2
H3-5
H3C10
H3Y1
H4C3
H4C7
H4C8
H6PD
HACD2
HAMP
HAND1
HAND2
HAPLN1
HAS1
HAS2
HAS3
HAVCR1
HBA1
HBA2
HBB
HBD
HBE1
HBG1
HBG2
HBM
HBZ
HCG22
HCN1
HCN4
HCRTR1
HDAC8
HDAC9
HDC
HDGFL1
HECTD2
HECTD3
HECW1
HECW2
HEG1
HELT
HEPACAM2
HEPH
HES1
HES3
HES4
HES5
HEY1
HEYL
HFM1
HGD
HGF
HHIP
HHIPL1
HHIPL2
HIC1
HIF3A
HIGD1B
HIGD2B
HIP1
HIPK2
HIVEP2
HIVEP3
HKDC1
HLA-B
HLA-DPA1
HLA-DPB1
HLA-DQA1
HLA-DQB1
HLA-DRA
HLA-DRB1
HLA-DRB5
HLCS
HMCN1
HMCN2
HMGA2
HMGB2
HMGB4
HMGCLL1
HMGCS2
HMOX1
HMX1
HNF1B
HNRNPCL2
HNRNPCL3
HOATZ
HOMER1
HOPX
HORMAD1
HOXA11
HOXA2
HOXA3
HOXA4
HOXA5
HOXA6
HOXB1
HOXB3
HOXB5
HOXC11
HOXC12
HOXC13
HOXC6
HOXD10
HOXD11
HOXD8
HOXD9
HP
HPD
HPGD
HPGDS
HPN
HPSE
HPSE2
HPX
HRC
HRG
HRH1
HRH3
HS2ST1
HS3ST1
HS3ST2
HS3ST3A1
HS3ST4
HS3ST5
HS3ST6
HS6ST2
HS6ST3
HSD11B2
HSD17B13
HSD3B1
HSDL2
HSF5
HSFX2
HSFY1
HSPA12A
HSPA12B
HSPA1A
HSPA1B
HSPA4
HSPA6
HSPB1
HSPB2
HSPB6
HSPB7
HSPG2
HTN1
HTN3
HTR1A
HTR1B
HTR1D
HTR1E
HTR2A
HTR2C
HTR3D
HTR4
HTR5A
HTR7
HTRA3
HUNK
HYAL2
IBSP
ICAM1
ID1
ID3
ID4
IER3
IFI27
IFI27L1
IFI35
IFI44L
IFIT1B
IFITM1
IFITM10
IFITM2
IFITM3
IFITM5
IFNA1
IFNA10
IFNA14
IFNA16
IFNA2
IFNA4
IFNA5
IFNA6
IFNA7
IFNA8
IFNB1
IFNG
IFNK
IFNL2
IFNW1
IFT80
IGDCC3
IGDCC4
IGF1
IGF1R
IGF2
IGF2BP1
IGF2BP2
IGF2BP3
IGF2R
IGFBP1
IGFBP2
IGFBP3
IGFBP4
IGFBP5
IGFBP6
IGFBP7
IGFL1
IGFL2
IGFL3
IGLL1
IGLL5
IGSF21
IGSF23
IGSF3
IGSF9
IHH
IKZF2
IL11RA
IL12B
IL13
IL13RA2
IL17A
IL17F
IL17RD
IL17RE
IL18BP
IL18R1
IL1B
IL1F10
IL1R1
IL1R2
IL1RAPL1
IL1RAPL2
IL1RL1
IL22RA1
IL22RA2
IL23A
IL2RA
IL2RB
IL31
IL32
IL33
IL36RN
IL4
IL6
IL7
IL7R
IL9
IMMP2L
INA
INHA
INHBA
INMT
INPP4B
INPP5F
INPP5J
INPPL1
INS
INSC
INSM1
INSR
INSYN2A
INSYN2B
INTS12
INVS
IQCA1L
IQCF1
IQCF2
IQCF5
IQCF6
IQCJ
IQCK
IQGAP2
IQGAP3
IRAG1
IRAK3
IRF2BPL
IRGC
IRGM
IRS1
IRX1
IRX2
IRX3
IRX4
IRX5
ISG15
ISLR
ISLR2
ISM1
ISYNA1
ITGA1
ITGA10
ITGA11
ITGA2
ITGA2B
ITGA5
ITGA6
ITGA7
ITGA8
ITGA9
ITGB1BP2
ITGB3
ITGB8
ITGBL1
ITIH2
ITIH5
ITK
ITLN1
ITPKB
ITPKC
ITPR1
ITPR3
ITPRID1
ITSN1
IVL
IYD
IZUMO2
IZUMO3
JAG1
JAG2
JAKMIP2
JAM2
JAM3
JCAD
JCHAIN
JPH2
JPH3
JPT2
KALRN
KANK1
KANK2
KANK3
KANK4
KANSL1L
KAT2B
KAZN
KCNA10
KCNA5
KCNAB1
KCNB1
KCNB2
KCNC2
KCNC3
KCND1
KCND2
KCNE4
KCNF1
KCNH6
KCNH7
KCNH8
KCNIP4
KCNJ1
KCNJ11
KCNJ15
KCNJ3
KCNJ4
KCNJ6
KCNJ8
KCNK16
KCNK17
KCNK2
KCNK3
KCNK5
KCNK7
KCNK9
KCNMA1
KCNMB2
KCNMB4
KCNN3
KCNQ2
KCNQ3
KCNQ5
KCNS2
KCNS3
KCNT1
KCNT2
KCNV1
KCP
KCTD1
KCTD12
KCTD15
KCTD16
KCTD19
KCTD7
KCTD8
KDM4A
KDR
KERA
KHDC1
KHDRBS2
KHDRBS3
KHK
KHSRP
KIAA0408
KIAA0825
KIAA1107
KIAA1210
KIAA1217
KIAA1328
KIAA1549
KIAA1549L
KIAA1671
KIAA1755
KIAA1958
KIF11
KIF12
KIF15
KIF18A
KIF18B
KIF1A
KIF20A
KIF20B
KIF23
KIF24
KIF25
KIF26B
KIF2C
KIF4A
KIF5A
KIF5C
KIFC2
KIR2DS4
KIR3DL3
KIRREL1
KIRREL2
KIRREL3
KISS1
KISS1R
KIT
KITLG
KLF12
KLF14
KLF18
KLHL1
KLHL13
KLHL23
KLHL29
KLHL33
KLHL4
KLHL40
KLHL41
KLHL5
KLK11
KLK12
KLK14
KLK15
KLK3
KLK5
KLK7
KLK8
KLK9
KLRB1
KLRC1
KLRC2
KLRD1
KLRF1
KLRF2
KLRG2
KNG1
KNL1
KPNA7
KPRP
KRBOX1
KRT12
KRT13
KRT14
KRT15
KRT17
KRT18
KRT19
KRT2
KRT25
KRT26
KRT31
KRT32
KRT33A
KRT34
KRT37
KRT38
KRT39
KRT4
KRT5
KRT6C
KRT7
KRT71
KRT76
KRT77
KRT78
KRT8
KRT82
KRTAP1-3
KRTAP1-4
KRTAP1-5
